is_preprint_DOI,preprint_publisher,preprint_type,preprint_created,preprint_created_year,published_DOI,diagnosis
10.31237/osf.io/9s7vh,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/49qcv,DataCite - OSF
10.31237/osf.io/pmfcs,Center for Open Science,posted-content,2021-03-03,2021,10.17605/osf.io/4akhy,DataCite - OSF
10.31227/osf.io/yp7c5,Center for Open Science,posted-content,2019-12-21,2019,10.17605/osf.io/4aqhb,DataCite - OSF
10.31227/osf.io/ruf8h,Center for Open Science,posted-content,2019-11-01,2019,10.17605/osf.io/4au8k,DataCite - OSF
10.31227/osf.io/dwa7p,Center for Open Science,posted-content,2019-02-04,2019,10.17605/osf.io/4avrq,DataCite - OSF
10.31227/osf.io/rt3qd,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/4bz3v,DataCite - OSF
10.31219/osf.io/bg58y,Center for Open Science,posted-content,2018-12-05,2018,10.17605/osf.io/4c3gd,DataCite - OSF
10.31219/osf.io/edkr2,Center for Open Science,posted-content,2021-01-23,2021,10.17605/osf.io/4deh2,DataCite - OSF
10.31227/osf.io/gp4wj,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/4dmzx,DataCite - OSF
10.31227/osf.io/g869z,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/4f3pw,DataCite - OSF
10.31227/osf.io/84qb7,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/4geyp,DataCite - OSF
10.31227/osf.io/wyc3g,Center for Open Science,posted-content,2019-02-04,2019,10.17605/osf.io/4gf7m,DataCite - OSF
10.31227/osf.io/gxaus,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/4jdcw,DataCite - OSF
10.31227/osf.io/tvzf9,Center for Open Science,posted-content,2019-06-19,2019,10.17605/osf.io/4km6t,DataCite - OSF
10.31237/osf.io/2wgsr,Center for Open Science,posted-content,2021-04-07,2021,10.17605/osf.io/4mdkt,DataCite - OSF
10.31237/osf.io/jpse7,Center for Open Science,posted-content,2020-10-28,2020,10.17605/osf.io/4q3xv,DataCite - OSF
10.31227/osf.io/m84ug,Center for Open Science,posted-content,2019-07-17,2019,10.17605/osf.io/4q7sy,DataCite - OSF
10.31219/osf.io/8qr5z,Center for Open Science,posted-content,2020-10-27,2020,10.17605/osf.io/4tuz9,DataCite - OSF
10.31227/osf.io/n64dv,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/4tykp,DataCite - OSF
10.31227/osf.io/6gkst,Center for Open Science,posted-content,2019-06-22,2019,10.17605/osf.io/4uqek,DataCite - OSF
10.31227/osf.io/8qr3d,Center for Open Science,posted-content,2019-11-20,2019,10.17605/osf.io/4v5uc,DataCite - OSF
10.31219/osf.io/bzg2x,Center for Open Science,posted-content,2020-04-21,2020,10.17605/osf.io/4wr9f,DataCite - OSF
10.31235/osf.io/u8dk2,Center for Open Science,posted-content,2018-09-04,2018,10.17605/osf.io/4xkca,DataCite - OSF
10.31227/osf.io/ykqsc,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/4xpjg,DataCite - OSF
10.31227/osf.io/rvtku,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/4xwzb,DataCite - OSF
10.31237/osf.io/8gvmx,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/4ytfh,DataCite - OSF
10.31219/osf.io/7rwbk,Center for Open Science,posted-content,2021-06-02,2021,10.17605/osf.io/4zd9c,DataCite - OSF
10.31219/osf.io/y73jx,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/53uks,DataCite - OSF
10.31227/osf.io/mfnsp,Center for Open Science,posted-content,2019-12-24,2019,10.17605/osf.io/54yhb,DataCite - OSF
10.31227/osf.io/t38eg,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/56cjz,DataCite - OSF
10.31219/osf.io/j9rx5,Center for Open Science,posted-content,2019-02-24,2019,10.17605/osf.io/56fp7,DataCite - OSF
10.31222/osf.io/yj9q2,Center for Open Science,posted-content,2020-06-07,2020,10.17605/osf.io/56j3r,DataCite - OSF
10.31227/osf.io/y7hza,Center for Open Science,posted-content,2019-12-10,2019,10.17605/osf.io/56ng9,DataCite - OSF
10.31227/osf.io/t3jn6,Center for Open Science,posted-content,2019-11-14,2019,10.17605/osf.io/574sn,DataCite - OSF
10.31219/osf.io/czydf,Center for Open Science,posted-content,2020-05-07,2020,10.17605/osf.io/58e2t,DataCite - OSF
10.31227/osf.io/hnxv7,Center for Open Science,posted-content,2019-01-30,2019,10.17605/osf.io/5a2qe,DataCite - OSF
10.31227/osf.io/x2py6,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/5a3rs,DataCite - OSF
10.31227/osf.io/b8u4d,Center for Open Science,posted-content,2019-09-27,2019,10.17605/osf.io/5czk3,DataCite - OSF
10.31227/osf.io/8b6cg,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/5da8r,DataCite - OSF
10.31227/osf.io/kjzbw,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/5dcxw,DataCite - OSF
10.31227/osf.io/3bysd,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/5deyf,DataCite - OSF
10.31234/osf.io/ahqsm,Center for Open Science,posted-content,2018-12-08,2018,10.17605/osf.io/5dw4g,DataCite - OSF
10.31234/osf.io/2pkjm,Center for Open Science,posted-content,2020-01-21,2020,10.17605/osf.io/5e3qp,DataCite - OSF
10.31227/osf.io/qguws,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/5euzm,DataCite - OSF
10.31219/osf.io/wn57e,Center for Open Science,posted-content,2020-01-06,2020,10.17605/osf.io/5gqtk,DataCite - OSF
10.31227/osf.io/4g2nx,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/5hnfz,DataCite - OSF
10.31219/osf.io/7fmd8,Center for Open Science,posted-content,2020-07-03,2020,10.17605/osf.io/5m7ba,DataCite - OSF
10.31227/osf.io/3n7ht,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/5m7yk,DataCite - OSF
10.31237/osf.io/27edm,Center for Open Science,posted-content,2020-05-11,2020,10.17605/osf.io/5n8k9,DataCite - OSF
10.31227/osf.io/e46qz,Center for Open Science,posted-content,2019-05-12,2019,10.17605/osf.io/5nx3m,DataCite - OSF
10.31227/osf.io/z9vny,Center for Open Science,posted-content,2019-04-06,2019,10.17605/osf.io/5psd9,DataCite - OSF
10.31219/osf.io/dwt2m,Center for Open Science,posted-content,2018-09-10,2018,10.17605/osf.io/5q97x,DataCite - OSF
10.31227/osf.io/b2g4k,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/5sfmk,DataCite - OSF
10.31227/osf.io/pbkvs,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/5tj6w,DataCite - OSF
10.31227/osf.io/3t7jp,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/5tymn,DataCite - OSF
10.31227/osf.io/5uxvf,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/5uxvf,DataCite - OSF
10.31227/osf.io/f2eru,Center for Open Science,posted-content,2019-05-15,2019,10.17605/osf.io/5vgm6,DataCite - OSF
10.31219/osf.io/4fcwd,Center for Open Science,posted-content,2021-04-04,2021,10.17605/osf.io/5x3kb,DataCite - OSF
10.31219/osf.io/syubg,Center for Open Science,posted-content,2020-12-20,2020,10.17605/osf.io/5xdpz,DataCite - OSF
10.31227/osf.io/zr5a4,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/5xk39,DataCite - OSF
10.31237/osf.io/7b65y,Center for Open Science,posted-content,2021-04-12,2021,10.17605/osf.io/5z78p,DataCite - OSF
10.31227/osf.io/tuamf,Center for Open Science,posted-content,2019-02-28,2019,10.17605/osf.io/5zfhq,DataCite - OSF
10.31227/osf.io/359xv,Center for Open Science,posted-content,2019-02-25,2019,10.17605/osf.io/5zm6b,DataCite - OSF
10.31219/osf.io/kfuwq,Center for Open Science,posted-content,2018-09-05,2018,10.17605/osf.io/623a9,DataCite - OSF
10.31237/osf.io/s7avu,Center for Open Science,posted-content,2021-02-02,2021,10.17605/osf.io/624kc,DataCite - OSF
10.31227/osf.io/muq85,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/628u5,DataCite - OSF
10.31227/osf.io/6hxvz,Center for Open Science,posted-content,2019-06-26,2019,10.17605/osf.io/62zet,DataCite - OSF
10.31219/osf.io/fj9dz,Center for Open Science,posted-content,2021-04-08,2021,10.17605/osf.io/632rp,DataCite - OSF
10.31226/osf.io/gcwjn,Center for Open Science,posted-content,2020-02-04,2020,10.17605/osf.io/637a9,DataCite - OSF
10.31219/osf.io/3dq5j,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/64urb,DataCite - OSF
10.31227/osf.io/57zhn,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/65bpj,DataCite - OSF
10.31235/osf.io/axnug,Center for Open Science,posted-content,2019-12-30,2019,10.17605/osf.io/68ynv,DataCite - OSF
10.31227/osf.io/c8efx,Center for Open Science,posted-content,2019-05-27,2019,10.17605/osf.io/6agb7,DataCite - OSF
10.31237/osf.io/yu4wg,Center for Open Science,posted-content,2021-01-08,2021,10.17605/osf.io/6bsfz,DataCite - OSF
10.31227/osf.io/dtjr8,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/6bvsc,DataCite - OSF
10.31219/osf.io/jh47x,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/6c7vs,DataCite - OSF
10.31219/osf.io/7jvyh,Center for Open Science,posted-content,2019-05-18,2019,10.17605/osf.io/6cmtu,DataCite - OSF
10.31237/osf.io/v84dx,Center for Open Science,posted-content,2020-12-12,2020,10.17605/osf.io/6dcbz,DataCite - OSF
10.31219/osf.io/chegb,Center for Open Science,posted-content,2020-08-20,2020,10.17605/osf.io/6gvkn,DataCite - OSF
10.31227/osf.io/jtdf2,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/6h4ju,DataCite - OSF
10.31227/osf.io/rs8zq,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/6hbwa,DataCite - OSF
10.31227/osf.io/vh8yd,Center for Open Science,posted-content,2020-01-13,2020,10.17605/osf.io/6jhrv,DataCite - OSF
10.31237/osf.io/bqwpv,Center for Open Science,posted-content,2020-11-03,2020,10.17605/osf.io/6jwfg,DataCite - OSF
10.31234/osf.io/x9zvd,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/6n4p8,DataCite - OSF
10.31219/osf.io/wy3jx,Center for Open Science,posted-content,2020-09-08,2020,10.17605/osf.io/6peum,DataCite - OSF
10.31237/osf.io/x3jy2,Center for Open Science,posted-content,2021-02-06,2021,10.17605/osf.io/6pnda,DataCite - OSF
10.31227/osf.io/ak54b,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/6qr25,DataCite - OSF
10.31227/osf.io/pdyua,Center for Open Science,posted-content,2019-05-25,2019,10.17605/osf.io/6tx2w,DataCite - OSF
10.31227/osf.io/vwcem,Center for Open Science,posted-content,2019-05-17,2019,10.17605/osf.io/6v7r5,DataCite - OSF
10.31219/osf.io/68wkg,Center for Open Science,posted-content,2019-08-21,2019,10.17605/osf.io/6v9un,DataCite - OSF
10.31227/osf.io/rj2qy,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/6w3kj,DataCite - OSF
10.31219/osf.io/zeq9x,Center for Open Science,posted-content,2018-09-21,2018,10.17605/osf.io/6zmr7,DataCite - OSF
10.31227/osf.io/yvpm3,Center for Open Science,posted-content,2019-06-25,2019,10.17605/osf.io/73n9y,DataCite - OSF
10.31227/osf.io/m8p3n,Center for Open Science,posted-content,2018-11-02,2018,10.17605/osf.io/742vg,DataCite - OSF
10.31237/osf.io/6juds,Center for Open Science,posted-content,2021-02-27,2021,10.17605/osf.io/74jnt,DataCite - OSF
10.31227/osf.io/7qfmu,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/759fx,DataCite - OSF
10.31227/osf.io/smxdv,Center for Open Science,posted-content,2019-11-20,2019,10.17605/osf.io/75y6v,DataCite - OSF
10.31237/osf.io/grwek,Center for Open Science,posted-content,2021-02-10,2021,10.17605/osf.io/76du4,DataCite - OSF
10.31227/osf.io/8ce3u,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/79aht,DataCite - OSF
10.31227/osf.io/76kre,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/79e5y,DataCite - OSF
10.31234/osf.io/wvtj3,Center for Open Science,posted-content,2020-05-08,2020,10.17605/osf.io/79phy,DataCite - OSF
10.31227/osf.io/4s6u5,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/79vsh,DataCite - OSF
10.31237/osf.io/skj3m,Center for Open Science,posted-content,2021-06-09,2021,10.17605/osf.io/7a8zc,DataCite - OSF
10.31227/osf.io/agbpe,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/7aktm,DataCite - OSF
10.31235/osf.io/7b4aj,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/7b4aj,DataCite - OSF
10.31227/osf.io/bgdkc,Center for Open Science,posted-content,2020-01-04,2020,10.17605/osf.io/7bfjc,DataCite - OSF
10.31237/osf.io/dmyrq,Center for Open Science,posted-content,2021-02-04,2021,10.17605/osf.io/7bupy,DataCite - OSF
10.31219/osf.io/znryt,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/7dc5y,DataCite - OSF
10.31227/osf.io/w74mc,Center for Open Science,posted-content,2019-05-20,2019,10.17605/osf.io/7dxvf,DataCite - OSF
10.31237/osf.io/m2thz,Center for Open Science,posted-content,2021-03-03,2021,10.17605/osf.io/7e24m,DataCite - OSF
10.31219/osf.io/5bx8c,Center for Open Science,posted-content,2020-09-13,2020,10.17605/osf.io/7ej4h,DataCite - OSF
10.31227/osf.io/yq3m4,Center for Open Science,posted-content,2019-02-28,2019,10.17605/osf.io/7h2dm,DataCite - OSF
10.31227/osf.io/t8a3s,Center for Open Science,posted-content,2019-12-13,2019,10.17605/osf.io/7hfyz,DataCite - OSF
10.31227/osf.io/ju42a,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/7hndx,DataCite - OSF
10.31227/osf.io/fzatu,Center for Open Science,posted-content,2018-07-12,2018,10.17605/osf.io/7j2sf,DataCite - OSF
10.31227/osf.io/vhx9d,Center for Open Science,posted-content,2019-02-25,2019,10.17605/osf.io/7jg6k,DataCite - OSF
10.31227/osf.io/ztgpd,Center for Open Science,posted-content,2019-05-21,2019,10.17605/osf.io/7m4sa,DataCite - OSF
10.31227/osf.io/8fu4w,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/7m5ke,DataCite - OSF
10.31237/osf.io/m6qpk,Center for Open Science,posted-content,2021-03-31,2021,10.17605/osf.io/7pc4e,DataCite - OSF
10.31227/osf.io/kt5r9,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/7pxjr,DataCite - OSF
10.31237/osf.io/2tf9d,Center for Open Science,posted-content,2020-11-26,2020,10.17605/osf.io/7q3fu,DataCite - OSF
10.31227/osf.io/fh4te,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/7q6au,DataCite - OSF
10.31227/osf.io/7re2x,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/7qkjw,DataCite - OSF
10.31227/osf.io/6gujt,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/7rx6a,DataCite - OSF
10.31237/osf.io/f68ac,Center for Open Science,posted-content,2020-12-06,2020,10.17605/osf.io/7t3ah,DataCite - OSF
10.31219/osf.io/68n3k,Center for Open Science,posted-content,2019-02-23,2019,10.17605/osf.io/7utkm,DataCite - OSF
10.31234/osf.io/6nbxu,Center for Open Science,posted-content,2020-09-18,2020,10.17605/osf.io/7w69j,DataCite - OSF
10.31227/osf.io/abeq4,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/7wjh4,DataCite - OSF
10.31227/osf.io/y5t4k,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/7wz2t,DataCite - OSF
10.31227/osf.io/vu2r7,Center for Open Science,posted-content,2018-11-02,2018,10.17605/osf.io/7xzwv,DataCite - OSF
10.31227/osf.io/4fpcv,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/7zc2m,DataCite - OSF
10.31227/osf.io/f9bph,Center for Open Science,posted-content,2020-01-13,2020,10.17605/osf.io/826cz,DataCite - OSF
10.31219/osf.io/zxnbv,Center for Open Science,posted-content,2018-09-21,2018,10.17605/osf.io/83b5q,DataCite - OSF
10.31227/osf.io/xjafk,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/83wn9,DataCite - OSF
10.31219/osf.io/8zwvn,Center for Open Science,posted-content,2020-09-08,2020,10.17605/osf.io/84fx3,DataCite - OSF
10.31227/osf.io/v7zqx,Center for Open Science,posted-content,2019-12-23,2019,10.17605/osf.io/8596m,DataCite - OSF
10.31219/osf.io/2b4jq,Center for Open Science,posted-content,2018-08-28,2018,10.17605/osf.io/86fcr,DataCite - OSF
10.31219/osf.io/hmc34,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/87d2k,DataCite - OSF
10.31227/osf.io/rb7m2,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/8a2n4,DataCite - OSF
10.31227/osf.io/b6wcj,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/8ar3x,DataCite - OSF
10.31227/osf.io/d8rkz,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/8aw69,DataCite - OSF
10.31227/osf.io/xt9fr,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/8bmvn,DataCite - OSF
10.31237/osf.io/y7638,Center for Open Science,posted-content,2020-05-19,2020,10.17605/osf.io/8c2ub,DataCite - OSF
10.31237/osf.io/aqjyf,Center for Open Science,posted-content,2020-10-27,2020,10.17605/osf.io/8ckr6,DataCite - OSF
10.31234/osf.io/h8tak,Center for Open Science,posted-content,2020-09-07,2020,10.17605/osf.io/8ek2w,DataCite - OSF
10.31227/osf.io/3pzcj,Center for Open Science,posted-content,2019-06-18,2019,10.17605/osf.io/8fsp4,DataCite - OSF
10.31219/osf.io/9emjx,Center for Open Science,posted-content,2018-07-30,2018,10.17605/osf.io/8fvsw,DataCite - OSF
10.31227/osf.io/ysdav,Center for Open Science,posted-content,2019-07-29,2019,10.17605/osf.io/8g5bm,DataCite - OSF
10.31227/osf.io/apdsc,Center for Open Science,posted-content,2019-02-24,2019,10.17605/osf.io/8hmcs,DataCite - OSF
10.31237/osf.io/xnbe6,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/8k7am,DataCite - OSF
10.31227/osf.io/5j8cn,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/8ksgz,DataCite - OSF
10.31237/osf.io/hk4vq,Center for Open Science,posted-content,2020-06-17,2020,10.17605/osf.io/8m9fu,DataCite - OSF
10.31227/osf.io/e2hy3,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/8m9ny,DataCite - OSF
10.31227/osf.io/ngv97,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/8mnxs,DataCite - OSF
10.31229/osf.io/yaf9n,Center for Open Science,posted-content,2020-03-17,2020,10.17605/osf.io/8ngy3,DataCite - OSF
10.31219/osf.io/pcjvx,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/8q9vy,DataCite - OSF
10.31219/osf.io/bxrzn,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/8qndb,DataCite - OSF
10.31227/osf.io/ktbx4,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/8rwe7,DataCite - OSF
10.31219/osf.io/9xbsf,Center for Open Science,posted-content,2018-08-21,2018,10.17605/osf.io/8scne,DataCite - OSF
10.31219/osf.io/67rcq,Center for Open Science,posted-content,2019-12-15,2019,10.17605/osf.io/8snv2,DataCite - OSF
10.31227/osf.io/zw3vx,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/8vd5m,DataCite - OSF
10.31219/osf.io/7y42j,Center for Open Science,posted-content,2018-08-20,2018,10.17605/osf.io/8vyw2,DataCite - OSF
10.31227/osf.io/v9prq,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/8xv56,DataCite - OSF
10.31227/osf.io/am7fc,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/8zvkt,DataCite - OSF
10.31227/osf.io/r3xyu,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/92b4d,DataCite - OSF
10.31227/osf.io/8fte6,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/92hac,DataCite - OSF
10.31219/osf.io/pxstu,Center for Open Science,posted-content,2020-09-11,2020,10.17605/osf.io/93hqk,DataCite - OSF
